,index,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,Total_Charge,day_rate,eve_rate,night_rate,intl_rate,CLUSTER
3630,297,AR,49,area_code_408,yes,yes,32,176.9,118,30.07,227.0,121,19.3,204.4,115,9.2,15.1,3,4.08,3,yes,62.650000000000006,0.1699830412662521,0.08502202643171806,0.04500978473581213,0.27019867549668874,4
3631,298,MA,36,area_code_415,no,no,0,140.4,117,23.87,204.5,121,17.38,251.3,79,11.31,8.7,4,2.35,2,no,54.910000000000004,0.170014245014245,0.08498777506112469,0.045005968961400716,0.2701149425287357,3
3632,299,WI,13,area_code_510,no,no,0,167.4,117,28.46,223.5,102,19.0,215.8,108,9.71,9.0,3,2.43,1,no,59.6,0.17001194743130227,0.08501118568232663,0.04499536607970343,0.27,3
3633,300,AL,151,area_code_408,no,yes,27,166.4,112,28.29,234.3,116,19.92,161.1,95,7.25,5.5,2,1.49,0,no,56.95,0.17001201923076922,0.08501920614596671,0.04500310366232154,0.27090909090909093,3
3634,301,WV,111,area_code_408,no,no,0,171.5,108,29.16,204.4,106,17.37,238.8,90,10.75,10.7,4,2.89,3,no,60.17,0.17002915451895043,0.08498043052837574,0.045016750418760465,0.27009345794392525,4
3635,302,CO,135,area_code_415,yes,no,0,177.2,151,30.12,209.3,83,17.79,236.3,114,10.63,11.1,5,3.0,2,no,61.54,0.16997742663656887,0.0849976110845676,0.04498518831993229,0.2702702702702703,2
3636,303,VA,114,area_code_415,no,yes,34,114.5,64,19.47,229.3,84,19.49,288.8,68,13.0,10.4,16,2.81,0,no,54.769999999999996,0.17004366812227073,0.08499781945050151,0.045013850415512466,0.2701923076923077,0
3637,304,NH,122,area_code_415,no,yes,34,205.1,123,34.87,203.3,123,17.28,126.7,106,5.7,10.7,1,2.89,2,no,60.74,0.17001462701121403,0.08499754058042303,0.04498816101026046,0.27009345794392525,1
3638,305,TN,89,area_code_415,no,no,0,208.4,112,35.43,189.5,116,16.11,264.4,101,11.9,16.8,1,4.54,0,yes,67.98,0.1700095969289827,0.0850131926121372,0.045007564296520426,0.2702380952380952,2
3639,306,UT,96,area_code_415,no,no,0,125.8,102,21.39,244.4,111,20.77,167.7,90,7.55,9.0,2,2.43,2,no,52.13999999999999,0.17003179650238476,0.08498363338788871,0.04502087060226595,0.27,0
3640,307,MA,106,area_code_408,no,no,0,186.2,97,31.65,257.7,89,21.9,164.3,106,7.39,11.0,4,2.97,2,no,63.91,0.16997851772287864,0.0849825378346915,0.04497869750456482,0.27,1
3641,308,KY,122,area_code_415,no,no,0,128.9,136,21.91,244.4,133,20.77,148.7,133,6.69,10.7,5,2.89,0,no,52.26,0.1699767261442979,0.08498363338788871,0.04498991257565569,0.27009345794392525,0
3642,309,WY,87,area_code_415,no,yes,16,257.4,91,43.76,232.0,101,19.72,143.2,73,6.44,14.7,2,3.97,1,no,73.89,0.17000777000777,0.08499999999999999,0.04497206703910615,0.27006802721088435,1
3643,310,DE,145,area_code_415,no,no,0,189.3,113,32.18,203.7,92,17.31,218.3,103,9.82,14.2,3,3.83,5,no,63.13999999999999,0.1699947173798204,0.0849779086892489,0.04498396701786532,0.26971830985915496,4
3644,311,MI,136,area_code_415,no,yes,24,50.1,134,8.52,295.8,89,25.14,111.8,115,5.03,11.0,6,2.97,0,no,41.66,0.17005988023952096,0.08498985801217038,0.04499105545617174,0.27,0
3645,312,WY,111,area_code_408,no,no,0,165.5,72,28.14,228.9,73,19.46,169.7,103,7.64,9.7,6,2.62,2,no,57.86,0.17003021148036254,0.08501529051987768,0.045020624631703005,0.2701030927835052,0
3646,313,MN,167,area_code_415,yes,no,0,143.7,108,24.43,75.6,111,6.43,217.9,99,9.81,9.9,4,2.67,0,no,43.34,0.1700069589422408,0.08505291005291006,0.04502065167508031,0.26969696969696966,0
3647,314,WY,88,area_code_408,no,no,0,166.4,97,28.29,186.7,118,15.87,251.6,89,11.32,14.5,4,3.92,0,no,59.4,0.17001201923076922,0.08500267809319764,0.04499205087440382,0.27034482758620687,2
3648,315,NY,131,area_code_415,no,no,0,264.2,118,44.91,180.0,89,15.3,223.9,104,10.08,10.7,1,2.89,2,no,73.17999999999999,0.16998485995457985,0.085,0.04502009825815096,0.27009345794392525,2
3649,316,NH,90,area_code_408,no,no,0,192.1,80,32.66,269.3,125,22.89,259.6,97,11.68,11.7,4,3.16,2,no,70.38999999999999,0.1700156168662155,0.0849981433345711,0.04499229583975346,0.2700854700854701,2
3650,317,DE,95,area_code_415,no,no,0,145.4,98,24.72,334.1,109,28.4,209.8,72,9.44,8.8,2,2.38,1,no,64.94,0.17001375515818432,0.08500448967375036,0.04499523355576739,0.27045454545454545,2
3651,318,NJ,42,area_code_408,no,yes,16,240.8,80,40.94,212.6,121,18.07,271.7,138,12.23,9.4,4,2.54,1,no,73.78,0.17001661129568105,0.0849952963311383,0.04501288185498712,0.2702127659574468,2
3652,319,IA,69,area_code_510,no,no,0,170.7,98,29.02,111.6,109,9.49,171.5,107,7.72,4.8,7,1.3,3,no,47.529999999999994,0.1700058582308143,0.08503584229390682,0.04501457725947522,0.27083333333333337,3
3653,320,OR,99,area_code_408,no,no,0,221.0,118,37.57,138.8,104,11.8,198.6,96,8.94,12.1,4,3.27,0,no,61.580000000000005,0.17,0.08501440922190201,0.04501510574018127,0.2702479338842975,1
3654,321,PA,72,area_code_415,no,no,0,180.0,109,30.6,292.7,96,24.88,194.9,114,8.77,10.8,4,2.92,0,no,67.17,0.17,0.08500170823368637,0.04499743458183684,0.27037037037037037,2
3655,322,MI,88,area_code_415,no,yes,14,298.8,92,50.8,207.3,86,17.62,257.9,65,11.61,11.9,4,3.21,5,no,83.24,0.17001338688085674,0.08499758803666184,0.045017448623497484,0.26974789915966385,4
3656,323,FL,113,area_code_415,no,no,0,317.1,97,53.91,224.8,70,19.11,215.1,90,9.68,13.6,2,3.67,1,yes,86.36999999999999,0.17000946073793755,0.08500889679715302,0.04500232450023245,0.2698529411764706,2
3657,324,PA,142,area_code_408,yes,yes,23,102.2,103,17.37,229.7,110,19.52,176.3,100,7.93,9.0,4,2.43,1,no,47.25,0.16996086105675148,0.08498040922942969,0.04498014747589336,0.27,0
3658,325,WV,3,area_code_408,no,no,0,182.9,87,31.09,172.1,103,14.63,233.1,89,10.49,12.1,3,3.27,4,no,59.480000000000004,0.16998359759431383,0.08500871586287043,0.04500214500214501,0.2702479338842975,4
3659,326,NE,23,area_code_415,no,no,0,155.6,122,26.45,223.8,82,19.02,50.9,130,2.29,10.6,3,2.86,4,yes,50.62,0.16998714652956298,0.08498659517426273,0.044990176817288806,0.269811320754717,4
3660,327,WI,75,area_code_415,no,no,0,184.8,126,31.42,198.6,103,16.88,103.0,90,4.64,8.3,3,2.24,1,no,55.18,0.17002164502164502,0.08499496475327291,0.04504854368932038,0.26987951807228916,1
3661,328,FL,151,area_code_415,no,no,0,175.7,91,29.87,152.3,127,12.95,140.0,88,6.3,10.7,10,2.89,1,no,52.01,0.17000569151963577,0.08502954694681548,0.045,0.27009345794392525,1
3662,329,TX,91,area_code_415,no,no,0,251.5,57,42.76,179.1,113,15.22,163.2,72,7.34,6.6,3,1.78,1,no,67.1,0.17001988071570576,0.08498045784477946,0.04497549019607843,0.2696969696969697,3
3663,330,MS,78,area_code_510,no,no,0,131.6,102,22.37,290.4,134,24.68,190.5,95,8.57,0.0,0,0.0,3,no,55.62,0.16998480243161096,0.0849862258953168,0.04498687664041995,0.2700583459059327,3
3664,331,FL,98,area_code_408,no,no,0,92.3,128,15.69,250.1,89,21.26,211.9,110,9.54,10.8,16,2.92,3,no,49.410000000000004,0.16998916576381365,0.08500599760095963,0.04502123643227937,0.27037037037037037,0
3665,332,WV,166,area_code_408,no,yes,41,196.7,109,33.44,124.3,107,10.57,198.3,94,8.92,11.0,5,2.97,5,yes,55.9,0.17000508388408744,0.08503620273531778,0.044982349974785674,0.27,4
3666,333,SC,78,area_code_415,no,no,0,131.4,98,22.34,189.9,95,16.14,147.4,83,6.63,11.2,2,3.02,2,no,48.13000000000001,0.1700152207001522,0.08499210110584518,0.044979647218453184,0.2696428571428572,0
3667,334,GA,69,area_code_408,no,no,0,215.9,122,36.7,270.3,114,22.98,301.8,129,13.58,6.1,5,1.65,4,yes,74.91000000000001,0.16998610467809172,0.08501664816870144,0.04499668654738237,0.27049180327868855,4
3668,335,GA,122,area_code_408,no,no,0,158.2,95,26.89,178.5,113,15.17,154.3,76,6.94,8.5,5,2.3,2,no,51.3,0.16997471554993682,0.0849859943977591,0.04497731691510045,0.27058823529411763,3
3669,336,MT,138,area_code_415,no,no,0,216.0,106,36.72,207.6,110,17.65,180.0,102,8.1,11.2,4,3.02,0,no,65.49,0.16999999999999998,0.08501926782273603,0.045,0.2696428571428572,1
3670,337,HI,19,area_code_510,no,yes,34,206.4,111,35.09,229.7,118,19.52,156.7,81,7.05,11.8,10,3.19,3,no,64.85,0.17000968992248064,0.08498040922942969,0.04499042756860243,0.2703389830508474,4
3671,338,HI,141,area_code_510,no,no,0,138.2,94,23.49,176.4,84,14.99,182.9,110,8.23,11.1,6,3.0,3,no,49.709999999999994,0.16997105643994212,0.08497732426303854,0.044997266265718976,0.2702702702702703,4
3672,339,MA,79,area_code_408,no,yes,27,192.3,125,32.69,147.3,108,12.52,215.0,97,9.67,7.8,4,2.11,1,no,56.989999999999995,0.16999479979199167,0.08499660556687032,0.04497674418604651,0.2705128205128205,3
3673,340,NH,171,area_code_415,no,no,0,262.1,78,44.56,171.6,113,14.59,208.7,100,9.39,5.3,3,1.43,0,no,69.97000000000001,0.17001144601297213,0.08502331002331003,0.044992812649736466,0.269811320754717,3
3674,341,AL,51,area_code_415,no,no,0,41.2,106,7.0,210.6,82,17.9,220.1,115,9.9,12.4,3,3.35,0,no,38.15,0.1699029126213592,0.08499525166191832,0.04497955474784189,0.2701612903225806,0
3675,342,AZ,114,area_code_510,no,no,0,326.1,119,55.44,161.0,105,13.69,220.1,129,9.9,11.0,3,2.97,1,yes,82.0,0.1700091996320147,0.08503105590062111,0.04497955474784189,0.27,2
3676,343,NC,98,area_code_510,no,no,0,167.0,60,28.39,125.1,65,10.63,262.5,100,11.81,8.9,2,2.4,1,no,53.230000000000004,0.17,0.08497202238209434,0.04499047619047619,0.2696629213483146,3
3677,344,MT,94,area_code_510,no,no,0,210.2,95,35.73,191.2,87,16.25,150.8,111,6.79,9.4,3,2.54,2,no,61.309999999999995,0.16998097050428163,0.08498953974895398,0.04502652519893899,0.2702127659574468,1
3678,345,NV,100,area_code_415,no,yes,39,204.9,74,34.83,210.2,80,17.87,168.8,89,7.6,11.2,4,3.02,2,no,63.32000000000001,0.16998535871156661,0.08501427212178878,0.04502369668246445,0.2696428571428572,1
3679,346,SC,125,area_code_510,no,no,0,184.1,105,31.3,126.7,123,10.77,241.5,94,10.87,4.7,6,1.27,1,no,54.21,0.17001629549158068,0.08500394632991318,0.0450103519668737,0.2702127659574468,3
3680,347,VA,81,area_code_510,no,no,0,263.8,84,44.85,162.8,107,13.84,149.7,94,6.74,8.7,6,2.35,2,no,67.77999999999999,0.17001516300227446,0.085012285012285,0.04502338009352038,0.2701149425287357,1
3681,348,AR,154,area_code_408,no,no,0,283.6,115,48.21,181.3,103,15.41,306.1,60,13.77,8.8,5,2.38,0,yes,79.77,0.16999294781382226,0.08499724214009928,0.044985298921920935,0.27045454545454545,2
3682,349,DC,91,area_code_408,no,no,0,167.5,77,28.48,175.2,113,14.89,233.5,85,10.51,16.1,5,4.35,2,no,58.230000000000004,0.17002985074626867,0.08498858447488586,0.04501070663811563,0.27018633540372666,0
3683,350,RI,94,area_code_415,no,no,0,142.3,50,24.19,231.5,142,19.68,205.6,79,9.25,5.5,3,1.49,1,no,54.61000000000001,0.16999297259311313,0.08501079913606911,0.044990272373540856,0.27090909090909093,3
3684,351,WV,57,area_code_415,no,no,0,167.1,103,28.41,188.4,112,16.01,111.4,74,5.01,9.1,2,2.46,1,no,51.89,0.17001795332136446,0.0849787685774947,0.044973070017953316,0.2703296703296703,1
3685,352,ME,140,area_code_510,no,no,0,148.3,86,25.21,184.2,151,15.66,179.1,83,8.06,10.9,4,2.94,0,no,51.870000000000005,0.16999325691166553,0.08501628664495114,0.04500279173646008,0.2697247706422018,0
3686,353,AL,64,area_code_510,no,no,0,297.8,88,50.63,196.0,89,16.66,213.7,107,9.62,12.0,2,3.24,1,yes,80.15,0.17001343183344528,0.085,0.045016378100140385,0.27,2
3687,354,NC,52,area_code_408,yes,no,0,144.5,60,24.57,296.5,129,25.2,194.3,117,8.74,12.4,3,3.35,1,no,61.86,0.17003460207612456,0.08499156829679595,0.04498198661863098,0.2701612903225806,2
3688,355,MT,117,area_code_415,no,no,0,233.4,71,39.68,296.4,76,25.19,276.9,103,12.46,10.3,1,2.78,0,yes,80.11000000000001,0.17000856898029135,0.08498650472334685,0.04499819429396895,0.2699029126213592,2
3689,356,TN,119,area_code_415,no,no,0,130.5,98,22.19,249.5,91,21.21,219.9,117,9.9,12.7,1,3.43,3,no,56.730000000000004,0.1700383141762452,0.08501002004008017,0.045020463847203276,0.27007874015748035,4
3690,357,LA,85,area_code_510,no,no,0,133.3,107,22.66,185.0,101,15.73,289.0,99,13.01,9.1,4,2.46,3,no,53.86,0.16999249812453113,0.08502702702702702,0.045017301038062285,0.2703296703296703,4
3691,358,SC,92,area_code_510,no,no,0,183.7,103,31.23,270.6,97,23.0,132.9,104,5.98,11.2,2,3.02,0,no,63.23000000000001,0.17000544365813827,0.08499630450849963,0.044996237772761474,0.2696428571428572,1
3692,359,IN,116,area_code_415,no,no,0,271.0,114,46.07,209.9,71,17.84,193.5,109,8.71,13.7,2,3.7,5,yes,76.32000000000001,0.17,0.08499285373987613,0.04501291989664083,0.27007299270072993,4
3693,360,IA,163,area_code_510,no,no,0,122.5,70,20.83,221.4,92,18.82,187.5,88,8.44,10.4,6,2.81,0,no,50.9,0.1700408163265306,0.08500451671183379,0.04501333333333333,0.2701923076923077,0
3694,361,NJ,88,area_code_510,no,no,0,143.3,97,24.36,170.7,81,14.51,195.3,89,8.79,11.4,5,3.08,2,no,50.739999999999995,0.16999302163293786,0.08500292911540715,0.045007680491551454,0.27017543859649124,0
3695,362,AK,83,area_code_415,no,no,0,182.5,85,31.03,181.5,114,15.43,199.1,110,8.96,14.7,6,3.97,1,no,59.39,0.17002739726027397,0.08501377410468319,0.04500251130085385,0.27006802721088435,1
3696,363,GA,117,area_code_510,no,no,0,110.4,122,18.77,242.9,103,20.65,170.4,75,7.67,13.9,5,3.75,1,no,50.84,0.17001811594202898,0.08501440922190201,0.04501173708920188,0.2697841726618705,0
3697,364,LA,90,area_code_408,no,no,0,140.8,109,23.94,303.0,114,25.76,267.4,112,12.03,14.1,1,3.81,0,no,65.54,0.17002840909090908,0.08501650165016503,0.0449887808526552,0.2702127659574468,2
3698,365,MI,137,area_code_415,no,no,0,137.5,102,23.38,176.0,98,14.96,210.6,88,9.48,10.4,6,2.81,0,no,50.63000000000001,0.17003636363636362,0.085,0.045014245014245016,0.2701923076923077,0
3699,366,FL,112,area_code_415,no,no,0,115.9,81,19.7,199.7,100,16.97,249.3,111,11.22,10.0,4,2.7,1,no,50.59,0.16997411561691111,0.08497746619929895,0.045006016847172085,0.27,0
3700,367,UT,52,area_code_408,no,no,0,288.2,108,48.99,129.6,136,11.02,229.6,73,10.33,9.6,5,2.59,4,no,72.93,0.16998612074947955,0.08503086419753086,0.044991289198606274,0.26979166666666665,4
3701,368,MT,173,area_code_510,no,yes,20,60.2,100,10.23,118.1,76,10.04,230.1,131,10.35,13.3,4,3.59,1,no,34.209999999999994,0.16993355481727573,0.08501270110076206,0.044980443285528034,0.2699248120300752,0
3702,369,OR,3,area_code_510,no,no,0,125.5,100,21.34,266.2,78,22.63,270.4,119,12.17,5.9,6,1.59,3,yes,57.730000000000004,0.1700398406374502,0.08501126972201352,0.04500739644970415,0.2694915254237288,4
3703,370,AL,120,area_code_415,no,yes,27,179.6,142,30.53,262.8,103,22.34,239.9,81,10.8,11.1,2,3.0,1,no,66.67,0.169988864142539,0.0850076103500761,0.045018757815756566,0.2702702702702703,2
3704,371,AR,132,area_code_415,no,no,0,99.0,126,16.83,189.4,76,16.1,156.3,108,7.03,8.4,3,2.27,1,no,42.230000000000004,0.16999999999999998,0.08500527983104542,0.04497760716570697,0.2702380952380952,0
3705,372,MD,101,area_code_408,no,no,0,155.4,71,26.42,84.0,122,7.14,229.1,97,10.31,5.8,1,1.57,1,no,45.440000000000005,0.17001287001287002,0.08499999999999999,0.045002182453077265,0.27068965517241383,3
3706,373,ND,58,area_code_408,no,no,0,177.4,107,30.16,204.7,104,17.4,141.9,123,6.39,15.0,9,4.05,3,no,58.0,0.17001127395715895,0.08500244259892525,0.04503171247357293,0.26999999999999996,4
3707,374,NH,74,area_code_510,no,no,0,233.6,72,39.71,168.0,103,14.28,276.3,71,12.43,6.3,2,1.7,2,no,68.12,0.1699914383561644,0.08499999999999999,0.04498733260948244,0.2698412698412698,3
3708,375,ID,113,area_code_408,no,no,0,210.2,109,35.73,199.4,81,16.95,173.3,94,7.8,9.9,4,2.67,3,no,63.14999999999999,0.16998097050428163,0.0850050150451354,0.04500865551067513,0.26969696969696966,4
3709,376,MS,132,area_code_510,no,no,0,126.8,83,21.56,243.2,97,20.67,223.4,106,10.05,7.1,5,1.92,3,no,54.2,0.17003154574132492,0.08499177631578948,0.04498657117278425,0.27042253521126763,4
3710,377,KS,24,area_code_510,no,yes,41,187.1,80,31.81,286.1,77,24.32,188.0,107,8.46,10.4,2,2.81,1,no,67.4,0.1700160342063068,0.08500524292205522,0.045000000000000005,0.2701923076923077,2
3711,378,CT,127,area_code_408,no,no,0,155.8,91,26.49,103.7,85,8.81,117.2,125,5.27,8.6,3,2.32,2,no,42.88999999999999,0.17002567394094992,0.0849566055930569,0.044965870307167234,0.2697674418604651,0
3712,379,NJ,85,area_code_510,no,no,0,232.1,130,39.46,150.7,75,12.81,253.9,77,11.43,13.0,3,3.51,0,no,67.21000000000001,0.17001292546316243,0.08500331785003319,0.04501772351319417,0.26999999999999996,2
3713,380,SC,59,area_code_415,no,no,0,128.7,85,21.88,169.8,121,14.43,207.3,98,9.33,10.5,4,2.84,3,no,48.480000000000004,0.17000777000777,0.08498233215547703,0.04500723589001447,0.2704761904761905,4
3714,381,NH,15,area_code_415,yes,no,0,224.3,85,38.13,166.3,79,14.14,187.0,117,8.41,11.7,3,3.16,1,no,63.84,0.16999554168524297,0.08502705953096813,0.04497326203208556,0.2700854700854701,1
3715,382,VA,113,area_code_408,no,yes,30,208.9,87,35.51,145.2,89,12.34,198.2,77,8.92,14.9,5,4.02,2,no,60.78999999999999,0.16998563906175201,0.0849862258953168,0.045005045408678106,0.2697986577181208,1
3716,383,CO,43,area_code_415,no,no,0,184.8,114,31.42,130.6,131,11.1,175.0,69,7.88,8.0,9,2.16,0,no,52.56,0.17002164502164502,0.08499234303215926,0.045028571428571425,0.27,3
3717,384,FL,185,area_code_510,no,yes,24,121.6,100,20.67,108.3,77,9.21,206.3,98,9.28,12.3,2,3.32,5,yes,42.480000000000004,0.16998355263157897,0.08504155124653741,0.04498303441589917,0.26991869918699185,4
3718,385,AZ,127,area_code_415,no,no,0,145.0,106,24.65,230.3,99,19.58,164.9,103,7.42,12.7,3,3.43,1,no,55.08,0.16999999999999998,0.08501953973078592,0.04499696785930867,0.27007874015748035,0
3719,386,OR,69,area_code_415,no,no,0,243.3,101,41.36,109.2,99,9.28,176.9,138,7.96,9.3,3,2.51,0,no,61.11,0.16999588984792435,0.08498168498168497,0.04499717354437535,0.2698924731182795,1
3720,387,TX,102,area_code_510,no,no,0,214.8,60,36.52,173.8,70,14.77,166.7,90,7.5,10.9,2,2.94,1,no,61.730000000000004,0.17001862197392925,0.08498273878020712,0.04499100179964007,0.2697247706422018,1
3721,388,MD,126,area_code_510,no,no,0,184.5,56,31.37,197.7,91,16.8,242.3,74,10.9,11.2,3,3.02,2,no,62.09,0.1700271002710027,0.08497723823975721,0.044985555096987206,0.2696428571428572,2
3722,389,WV,137,area_code_415,no,no,0,84.3,98,14.33,259.5,115,22.06,197.5,115,8.89,10.3,2,2.78,2,no,48.06,0.16998813760379597,0.08500963391136801,0.045012658227848105,0.2699029126213592,0
3723,390,GA,80,area_code_408,no,no,0,142.9,70,24.29,221.6,83,18.84,121.4,111,5.46,15.2,4,4.1,1,no,52.69,0.16997900629811055,0.08501805054151625,0.04497528830313015,0.26973684210526316,1
3724,391,VA,86,area_code_415,no,no,0,120.6,82,20.5,238.3,96,20.26,219.8,125,9.89,11.4,5,3.08,0,no,53.730000000000004,0.16998341625207297,0.08501888375996643,0.04499545040946315,0.27017543859649124,0
3725,392,NE,120,area_code_415,no,yes,40,222.2,80,37.77,223.1,84,18.96,164.0,65,7.38,12.1,3,3.27,1,no,67.38,0.16998199819982002,0.08498431196772749,0.045,0.2702479338842975,1
3726,393,TX,85,area_code_408,no,yes,21,219.3,132,37.28,218.2,105,18.55,267.6,95,12.04,15.7,2,4.24,2,no,72.11,0.1699954400364797,0.08501374885426215,0.044992526158445435,0.270063694267516,2
3727,394,VA,103,area_code_415,no,no,0,230.2,100,39.13,174.1,100,14.8,194.1,112,8.73,9.0,11,2.43,2,no,65.09000000000002,0.16998262380538665,0.08500861573808156,0.04497681607418857,0.27,1
3728,395,DC,53,area_code_415,no,yes,22,76.1,115,12.94,171.2,119,14.55,246.3,126,11.08,6.0,2,1.62,0,no,40.19,0.17003942181340342,0.08498831775700935,0.04498578968737312,0.27,3
3729,396,NE,115,area_code_415,yes,no,0,147.7,105,25.11,184.1,68,15.65,153.5,102,6.91,12.7,5,3.43,0,no,51.1,0.17000677048070414,0.08500814774579034,0.045016286644951144,0.27007874015748035,0
3730,397,MS,116,area_code_408,yes,no,0,139.4,102,23.7,261.8,97,22.25,167.4,101,7.53,10.5,4,2.84,1,no,56.32000000000001,0.17001434720229555,0.0849885408708938,0.04498207885304659,0.2704761904761905,0
3731,398,TN,93,area_code_510,no,yes,23,196.0,91,33.32,156.3,107,13.29,200.5,68,9.02,15.3,2,4.13,1,no,59.76,0.17,0.08502879078694817,0.04498753117206982,0.2699346405228758,1
3732,399,ID,106,area_code_510,no,no,0,160.8,73,27.34,170.4,112,14.48,249.2,131,11.21,7.2,3,1.94,1,no,54.97,0.17002487562189053,0.08497652582159625,0.044983948635634034,0.26944444444444443,3
3733,400,KS,92,area_code_510,no,no,0,325.4,73,55.32,127.8,100,10.86,209.9,98,9.45,9.3,10,2.51,1,yes,78.14000000000001,0.1700061462814997,0.08497652582159625,0.0450214387803716,0.2698924731182795,1
3734,401,NM,110,area_code_415,no,no,0,198.2,92,33.69,147.1,97,12.5,199.6,76,8.98,16.5,4,4.46,4,no,59.63,0.16997981836528758,0.08497620666213461,0.044989979959919844,0.2703030303030303,4
3735,402,WV,122,area_code_415,yes,no,0,168.8,86,28.7,237.6,98,20.2,204.3,94,9.19,5.3,9,1.43,1,no,59.519999999999996,0.17002369668246445,0.08501683501683502,0.044982868330885946,0.269811320754717,3
3736,403,AL,82,area_code_415,no,no,0,273.8,99,46.55,123.8,110,10.52,147.7,61,6.65,6.9,4,1.86,2,no,65.58,0.17001460920379838,0.08497576736672051,0.04502369668246446,0.26956521739130435,1
3737,404,CO,71,area_code_415,no,no,0,217.7,114,37.01,182.0,105,15.47,113.5,87,5.11,8.5,10,2.3,4,no,59.88999999999999,0.1700045934772623,0.085,0.045022026431718064,0.27058823529411763,4
3738,405,NJ,91,area_code_415,no,no,0,93.5,110,15.9,213.3,79,18.13,171.7,83,7.73,8.9,4,2.4,4,yes,44.160000000000004,0.17005347593582887,0.08499765588373183,0.04502038439138032,0.2696629213483146,4
3739,406,ID,109,area_code_415,no,no,0,195.4,104,33.22,204.9,91,17.42,230.2,95,10.36,14.0,4,3.78,0,no,64.78,0.17001023541453428,0.08501708150317229,0.04500434404865335,0.26999999999999996,2
3740,407,WA,126,area_code_510,no,yes,42,247.8,96,42.13,159.1,98,13.52,201.8,73,9.08,10.6,3,2.86,2,no,67.59,0.17001614205004037,0.08497800125707103,0.044995044598612484,0.269811320754717,1
